age;marital;address;income;inccat;car;carcat;ed;employ;retire;empcat;jobsat;gender;reside;wireless;multline;voice;pager;internet;callid;callwait;owntv;ownvcr;owncd;ownpda;ownpc;ownfax;news;response
32;Marrié(e);1;33;$25 - $49;16,8;Standard;Niveau Bac;2;Non;Moins de 2;Neutre;Femme;2;Non;Non;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
46;Non marrié(e);7;83;$75 - $124;40,5;Luxe;Niveau Bac;14;Non;2 à 5;Insatistait;Femme;3;Oui;Oui;Oui;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non
44;Marrié(e);5;39;$25 - $49;19,2;Standard;Inf au Bac;17;Non;6 à 10;Très satisfait;Femme;6;Non;Non;Non;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
39;Non marrié(e);17;42;$25 - $49;20,6;Standard;Bac +3/4;5;Non;2 à 5;Très insatisfait;Femme;1;Oui;Non;Oui;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
39;Marrié(e);14;43;$25 - $49;22,3;Standard;Inf au Bac;11;Non;2 à 5;Satisfait;Femme;2;Non;Non;Oui;Oui;Aucun;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
40;Non marrié(e);0;38;$25 - $49;18,9;Standard;Bac +3/4;2;Non;Moins de 2;Neutre;Femme;1;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
25;Non marrié(e);4;59;$50 - $74;28,4;Standard;Bac +3/4;2;Non;Moins de 2;Insatistait;Femme;1;Oui;Non;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
29;Marrié(e);2;57;$50 - $74;28,7;Standard;Niveau Bac;6;Non;2 à 5;Insatistait;Homme;4;Non;Oui;Non;Non;;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
23;Non marrié(e);0;24;Inf à $25;11,8;Economique;Bac +3/4;0;Non;Moins de 2;Très insatisfait;Homme;1;Oui;Non;Oui;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
48;Non marrié(e);25;45;$25 - $49;22,7;Standard;Inf au Bac;11;Non;2 à 5;Neutre;Homme;1;Non;Oui;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
24;Non marrié(e);5;22;Inf à $25;10,6;Economique;Niveau Bac;0;Non;Moins de 2;Insatistait;Homme;1;Oui;Oui;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
59;Non marrié(e);24;30;$25 - $49;14,5;Economique;Bac +2;5;Non;2 à 5;Très insatisfait;Homme;3;Oui;Non;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
31;Marrié(e);2;30;$25 - $49;15,1;Standard;Niveau Bac;3;Non;Moins de 2;Très insatisfait;Femme;4;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
70;Non marrié(e);23;21;Inf à $25;10,3;Economique;Niveau Bac;21;Oui;6 à 10;Insatistait;Femme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
37;Non marrié(e);15;51;$50 - $74;24,7;Standard;Bac +3/4;5;Non;2 à 5;Très insatisfait;Homme;6;Oui;Oui;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
59;Marrié(e);15;43;$25 - $49;21;Standard;Bac +2;8;Non;2 à 5;Neutre;Femme;4;Non;Oui;Non;Oui;Aucun;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non
38;Non marrié(e);8;30;$25 - $49;15,2;Standard;Bac +3/4;0;Non;Moins de 2;Très insatisfait;Femme;2;Oui;Oui;Oui;Oui;Dial-up;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
56;Non marrié(e);35;37;$25 - $49;18,1;Standard;Bac +2;5;Non;2 à 5;Neutre;Homme;1;Oui;Oui;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non
48;Marrié(e);19;23;Inf à $25;11,4;Economique;Inf au Bac;7;Non;2 à 5;Satisfait;Femme;2;Non;Non;Oui;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
28;Marrié(e);2;16;Inf à $25;7,9;Economique;Bac +3/4;0;Non;Moins de 2;Très insatisfait;Homme;3;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Oui
20;Marrié(e);0;19;Inf à $25;9,6;Economique;Niveau Bac;1;Non;Moins de 2;Satisfait;Homme;8;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
68;Non marrié(e);23;22;Inf à $25;10,7;Economique;Niveau Bac;24;Oui;6 à 10;Neutre;Homme;1;Non;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
26;Non marrié(e);2;38;$25 - $49;18,6;Standard;Bac +3/4;1;Non;Moins de 2;Très insatisfait;Homme;1;Oui;Oui;Oui;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non
29;Marrié(e);4;74;$50 - $74;37,3;Luxe;Bac +3/4;0;Non;Moins de 2;Très satisfait;Femme;4;Non;Oui;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
23;Marrié(e);3;13;Inf à $25;6,4;Economique;Niveau Bac;1;Non;Moins de 2;Très insatisfait;Homme;4;Oui;Oui;Non;Non;;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non
61;Non marrié(e);37;41;$25 - $49;20,2;Standard;Bac +2;21;Oui;6 à 10;Satisfait;Homme;1;Oui;Oui;Oui;Non;Dial-up;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non
39;Non marrié(e);12;48;$25 - $49;25,6;Standard;Inf au Bac;6;Non;2 à 5;Insatistait;Femme;1;Non;Non;Non;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
47;Marrié(e);13;176;$75 - $124;88,9;Luxe;Bac +3/4;5;Non;2 à 5;Insatistait;Femme;3;Oui;Oui;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
36;Non marrié(e);2;40;$25 - $49;20,4;Standard;Bac +3/4;8;Non;2 à 5;Insatistait;Homme;1;Oui;Oui;Non;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
61;Non marrié(e);17;837;$75 - $124;73,4;Luxe;Niveau Bac;42;Non;6 à 10;Très satisfait;Homme;1;Oui;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui
32;Marrié(e);1;71;$50 - $74;35,4;Luxe;Bac +3/4;9;Non;2 à 5;Insatistait;Homme;2;Oui;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
28;Marrié(e);0;30;$25 - $49;14,4;Economique;Bac +3/4;5;Non;2 à 5;Insatistait;Homme;4;Non;Oui;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
66;Marrié(e);46;42;$25 - $49;19,9;Standard;Niveau Bac;10;Non;2 à 5;Insatistait;Femme;2;Non;Oui;Oui;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
35;Marrié(e);9;51;$50 - $74;25,4;Standard;Inf au Bac;14;Non;2 à 5;Satisfait;Homme;2;Non;Non;Oui;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
55;Marrié(e);23;352;$75 - $124;67,7;Luxe;Bac +3/4;23;Non;6 à 10;Satisfait;Homme;4;Non;Oui;Non;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
47;Non marrié(e);27;122;$75 - $124;60,4;Luxe;Bac +3/4;20;Non;6 à 10;Très satisfait;Femme;1;Non;Oui;Oui;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
34;Marrié(e);0;38;$25 - $49;19,6;Standard;Bac +2;7;Non;2 à 5;Insatistait;Homme;5;Oui;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
29;Non marrié(e);0;67;$50 - $74;34,2;Luxe;Niveau Bac;10;Non;2 à 5;Insatistait;Homme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
36;Non marrié(e);5;31;$25 - $49;15,6;Standard;Bac +2;0;Non;Moins de 2;Très insatisfait;Homme;3;Non;Non;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
38;Marrié(e);4;51;$50 - $74;25,9;Standard;Bac +2;7;Non;2 à 5;Insatistait;Homme;4;Non;Oui;Non;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
33;Marrié(e);10;35;$25 - $49;17,3;Standard;Bac +3/4;2;Non;Moins de 2;Neutre;Homme;5;Oui;Oui;Non;Non;Dial-up;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
46;Marrié(e);12;88;$75 - $124;42,7;Luxe;Niveau Bac;23;Non;6 à 10;Satisfait;Femme;2;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui
29;Non marrié(e);5;60;$50 - $74;30,4;Luxe;Bac +3/4;2;Non;Moins de 2;Neutre;Femme;1;Oui;Oui;Oui;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
38;Marrié(e);7;53;$50 - $74;25;Standard;Bac +2;2;Non;Moins de 2;Très insatisfait;Femme;6;Non;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
38;Non marrié(e);1;42;$25 - $49;20,5;Standard;Niveau Bac;6;Non;2 à 5;Insatistait;Homme;1;Non;Non;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
39;Marrié(e);1;29;$25 - $49;14,3;Economique;Inf au Bac;7;Non;2 à 5;Neutre;Femme;2;Oui;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
34;Marrié(e);3;62;$50 - $74;31;Luxe;Bac +5 et +;2;Non;Moins de 2;Satisfait;Homme;7;Non;Non;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Oui
58;Marrié(e);21;46;$25 - $49;22,2;Standard;Niveau Bac;0;Non;Moins de 2;Insatistait;Homme;2;Non;Non;Oui;Oui;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
29;Non marrié(e);2;31;$25 - $49;15,4;Standard;Inf au Bac;12;Non;2 à 5;Insatistait;Femme;2;Oui;Oui;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
64;Non marrié(e);16;16;Inf à $25;8,1;Economique;Bac +3/4;8;Oui;2 à 5;Insatistait;Homme;1;Non;Non;Non;Oui;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
41;Non marrié(e);12;36;$25 - $49;18,2;Standard;Bac +2;0;Non;Moins de 2;Insatistait;Homme;2;Oui;Oui;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
44;Non marrié(e);24;25;$25 - $49;11,9;Economique;Inf au Bac;1;Non;Moins de 2;Très insatisfait;Femme;2;Oui;Oui;Oui;Oui;Aucun;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
60;Marrié(e);38;82;$75 - $124;40,3;Luxe;Inf au Bac;28;Non;6 à 10;Neutre;Femme;2;Non;Oui;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
32;Non marrié(e);7;25;$25 - $49;12,7;Economique;Bac +3/4;4;Non;Moins de 2;Satisfait;Femme;2;Non;Oui;Oui;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
35;Non marrié(e);7;37;$25 - $49;18,6;Standard;Bac +2;9;Non;2 à 5;Satisfait;Homme;1;Oui;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui
58;Marrié(e);19;19;Inf à $25;9,6;Economique;Niveau Bac;3;Non;Moins de 2;Très insatisfait;Homme;2;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
37;Non marrié(e);15;30;$25 - $49;15;Standard;Niveau Bac;6;Non;2 à 5;Satisfait;Femme;1;Oui;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
63;Marrié(e);28;208;$75 - $124;83,1;Luxe;Niveau Bac;28;Non;6 à 10;Satisfait;Femme;2;Non;Oui;Oui;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
22;Marrié(e);0;25;$25 - $49;12,1;Economique;Bac +2;0;Non;Moins de 2;Satisfait;Femme;4;Oui;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
66;Marrié(e);29;72;$50 - $74;34,8;Luxe;Niveau Bac;20;Non;6 à 10;Insatistait;Femme;3;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
26;Non marrié(e);1;19;Inf à $25;9,4;Economique;Inf au Bac;0;Non;Moins de 2;Très insatisfait;Homme;1;Non;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Non;Oui;Non;Non;Oui;Non
44;Non marrié(e);13;104;$75 - $124;51;Luxe;Niveau Bac;11;Non;2 à 5;Satisfait;Femme;1;Oui;Non;Non;Non;;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non
41;Non marrié(e);9;25;$25 - $49;12,4;Economique;Niveau Bac;2;Non;Moins de 2;Neutre;Femme;1;Oui;Non;Non;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
26;Marrié(e);7;15;Inf à $25;7,6;Economique;Inf au Bac;0;Non;Moins de 2;Insatistait;Homme;3;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Oui
48;Non marrié(e);27;371;$75 - $124;74,6;Luxe;Bac +3/4;20;Non;6 à 10;Insatistait;Femme;1;Oui;Oui;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
45;Non marrié(e);18;135;$75 - $124;67,6;Luxe;Inf au Bac;26;Non;6 à 10;Neutre;Femme;1;Non;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
26;Marrié(e);1;50;$50 - $74;25,3;Standard;Niveau Bac;5;Non;2 à 5;Satisfait;Homme;5;Non;Non;Oui;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
31;Non marrié(e);4;22;Inf à $25;11,2;Economique;Inf au Bac;4;Non;Moins de 2;Très satisfait;Femme;1;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
54;Marrié(e);15;354;$75 - $124;70,7;Luxe;Niveau Bac;36;Non;6 à 10;Très satisfait;Homme;3;Non;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non
34;Marrié(e);15;38;$25 - $49;18,3;Standard;Bac +3/4;7;Non;2 à 5;Très satisfait;Homme;5;Oui;Oui;Oui;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non
32;Marrié(e);5;45;$25 - $49;22,1;Standard;Inf au Bac;11;Non;2 à 5;Neutre;Homme;4;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
35;Non marrié(e);12;32;$25 - $49;15,7;Standard;Niveau Bac;12;Non;2 à 5;Insatistait;Femme;2;Non;Oui;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui
22;Marrié(e);1;32;$25 - $49;16,2;Standard;Niveau Bac;1;Non;Moins de 2;Très insatisfait;Homme;4;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
25;Non marrié(e);0;30;$25 - $49;14,6;Economique;Bac +2;2;Non;Moins de 2;Très satisfait;Homme;2;Non;Non;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
59;Marrié(e);26;103;$75 - $124;51,2;Luxe;Niveau Bac;19;Non;6 à 10;Très satisfait;Femme;2;Non;Oui;Oui;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
28;Marrié(e);7;15;Inf à $25;7,5;Economique;Bac +5 et +;0;Non;Moins de 2;Insatistait;Femme;6;Non;Oui;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
37;Marrié(e);11;52;$50 - $74;25,4;Standard;Niveau Bac;12;Non;2 à 5;Très insatisfait;Femme;3;Non;Non;Non;Oui;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;Non
43;Non marrié(e);7;29;$25 - $49;14;Economique;Inf au Bac;3;Non;Moins de 2;Neutre;Homme;2;Non;Non;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
42;Marrié(e);13;69;$50 - $74;34,1;Luxe;Niveau Bac;16;Non;6 à 10;Très satisfait;Femme;4;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non
35;Non marrié(e);4;38;$25 - $49;19;Standard;Niveau Bac;7;Non;2 à 5;Neutre;Femme;1;Non;Non;Oui;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui
22;Non marrié(e);3;32;$25 - $49;15,7;Standard;Inf au Bac;6;Non;2 à 5;Neutre;Homme;2;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
55;Non marrié(e);22;298;$75 - $124;80,5;Luxe;Bac +3/4;28;Non;6 à 10;Très satisfait;Homme;3;Non;Oui;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
63;Non marrié(e);43;11;Inf à $25;5,6;Economique;Inf au Bac;19;Oui;6 à 10;Neutre;Homme;1;Oui;Non;Non;Non;Dial-up;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
40;Marrié(e);21;61;$50 - $74;31,7;Luxe;Bac +2;12;Non;2 à 5;Satisfait;Homme;2;Non;Non;Oui;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
29;Non marrié(e);10;59;$50 - $74;29,4;Standard;Inf au Bac;6;Non;2 à 5;Insatistait;Homme;1;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
32;Marrié(e);6;52;$50 - $74;25,6;Standard;Inf au Bac;8;Non;2 à 5;Satisfait;Femme;2;Oui;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
47;Non marrié(e);18;138;$75 - $124;69,2;Luxe;Bac +3/4;8;Non;2 à 5;Insatistait;Homme;5;Oui;Oui;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
42;Non marrié(e);16;28;$25 - $49;13,9;Economique;Bac +2;0;Non;Moins de 2;Très insatisfait;Femme;1;Oui;Non;Non;Non;Dial-up;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui
50;Non marrié(e);3;23;Inf à $25;11,7;Economique;Inf au Bac;1;Non;Moins de 2;Très satisfait;Femme;1;Non;Non;Oui;Non;Aucun;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Non
52;Marrié(e);29;34;$25 - $49;16,9;Standard;Bac +2;1;Non;Moins de 2;Insatistait;Femme;2;Oui;Oui;Non;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non
33;Marrié(e);0;26;$25 - $49;13,1;Economique;Inf au Bac;3;Non;Moins de 2;Très satisfait;Femme;3;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
54;Non marrié(e);34;286;$75 - $124;73,6;Luxe;Bac +3/4;23;Non;6 à 10;Neutre;Homme;1;Non;Non;Oui;Oui;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
37;Marrié(e);16;32;$25 - $49;15,9;Standard;Inf au Bac;15;Non;6 à 10;Très satisfait;Femme;3;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
57;Marrié(e);20;307;$75 - $124;73,5;Luxe;Bac +3/4;20;Non;6 à 10;Satisfait;Femme;3;Non;Oui;Oui;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
70;Marrié(e);43;11;Inf à $25;5,5;Economique;Niveau Bac;36;Oui;6 à 10;Très satisfait;Homme;2;Non;Oui;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non
23;Marrié(e);3;14;Inf à $25;6,9;Economique;Bac +3/4;0;Non;Moins de 2;Neutre;Femme;4;Oui;Oui;Non;Non;Aucun;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non
55;Non marrié(e);30;196;$75 - $124;98,2;Luxe;Bac +2;17;Non;6 à 10;Satisfait;Femme;1;Oui;Oui;Non;Oui;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
48;Non marrié(e);11;81;$75 - $124;41,1;Luxe;Niveau Bac;19;Non;6 à 10;Insatistait;Homme;1;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
38;Non marrié(e);12;40;$25 - $49;20,1;Standard;Niveau Bac;18;Non;6 à 10;Satisfait;Homme;1;Non;Non;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
47;Marrié(e);9;65;$50 - $74;32,5;Luxe;Inf au Bac;22;Non;6 à 10;Satisfait;Homme;2;Oui;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non
29;Non marrié(e);4;21;Inf à $25;10,5;Economique;Bac +3/4;2;Non;Moins de 2;Très insatisfait;Homme;2;Non;Non;Non;Non;Aucun;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
27;Marrié(e);3;26;$25 - $49;13,1;Economique;Bac +2;0;Non;Moins de 2;Très insatisfait;Homme;4;Non;Oui;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non
29;Marrié(e);10;40;$25 - $49;19,8;Standard;Bac +2;7;Non;2 à 5;Insatistait;Femme;4;Oui;Non;Oui;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non
28;Non marrié(e);2;26;$25 - $49;12,6;Economique;Inf au Bac;3;Non;Moins de 2;Insatistait;Homme;1;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
47;Marrié(e);24;55;$50 - $74;27,2;Standard;Bac +2;8;Non;2 à 5;Satisfait;Femme;5;Oui;Non;Oui;Oui;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non
45;Marrié(e);14;22;Inf à $25;11,1;Economique;Bac +2;0;Non;Moins de 2;Très insatisfait;Femme;2;Non;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui
24;Non marrié(e);0;19;Inf à $25;9,6;Economique;Bac +2;0;Non;Moins de 2;Très insatisfait;Homme;3;Non;Oui;Non;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
41;Marrié(e);13;204;$75 - $124;67,9;Luxe;Niveau Bac;20;Non;6 à 10;Très satisfait;Femme;4;Non;Oui;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non
18;Non marrié(e);0;13;Inf à $25;6,6;Economique;Niveau Bac;0;Non;Moins de 2;Très insatisfait;Homme;2;Non;Non;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
42;Non marrié(e);23;140;$75 - $124;69,9;Luxe;Bac +2;16;Non;6 à 10;Neutre;Femme;1;Non;Non;Non;Non;Dial-up;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
45;Marrié(e);25;46;$25 - $49;23,1;Standard;Bac +3/4;8;Non;2 à 5;Insatistait;Homme;2;Non;Non;Non;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui
34;Marrié(e);2;40;$25 - $49;19,8;Standard;Bac +5 et +;6;Non;2 à 5;Très insatisfait;Femme;6;Oui;Non;Oui;Oui;Aucun;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
38;Marrié(e);1;105;$75 - $124;53,5;Luxe;Bac +2;9;Non;2 à 5;Satisfait;Femme;4;Oui;Oui;Oui;Non;Aucun;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
36;Non marrié(e);6;137;$75 - $124;67,5;Luxe;Bac +3/4;12;Non;2 à 5;Très satisfait;Homme;3;Oui;Oui;Non;Non;Dial-up;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non
19;Marrié(e);0;16;Inf à $25;7,9;Economique;Niveau Bac;0;Non;Moins de 2;Très insatisfait;Femme;6;Non;Oui;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non
28;Non marrié(e);5;24;Inf à $25;11,9;Economique;Inf au Bac;5;Non;2 à 5;Neutre;Femme;2;Non;Non;Oui;Non;Aucun;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Non
41;Marrié(e);19;32;$25 - $49;15,7;Standard;Niveau Bac;12;Non;2 à 5;Satisfait;Homme;2;Non;Non;Non;Non;Dial-up;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non
54;Non marrié(e);8;47;$25 - $49;23,9;Standard;Bac +3/4;7;Non;2 à 5;Satisfait;Femme;1;Oui;Non;Oui;Oui;Aucun;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non
42;Non marrié(e);1;207;$75 - $124;70,5;Luxe;Bac +2;14;Non;2 à 5;Très satisfait;Femme;2;Non;Non;Oui;Non;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
47;Marrié(e);13;118;$75 - $124;58,9;Luxe;Bac +3/4;18;Non;6 à 10;Très satisfait;Homme;2;Non;Non;Oui;Non;Aucun;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non
61;Non marrié(e);31;288;$75 - $124;70,9;Luxe;Bac +3/4;38;Non;6 à 10;Très satisfait;Femme;1;Non;Oui;Oui;Oui;Aucun;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non
